Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-04-03T17:17:35.138000Z,2024-04-03T17:20:41.267000Z,2024-04-03T23:49:15.418000Z,2024-04-30T12:00:28.204542Z,187,C1KIDJP4,158,English,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-03T17:22:13.305000Z,2024-04-03T17:27:10.214000Z,2024-04-03T23:48:25.729000Z,2024-04-30T12:00:28.878944Z,297,C1KIDJP4,151,"English, French",27,Female,White,France,France,France,French,No,Due to start a new job within the next month
APPROVED,Not Applicable,2024-04-03T17:18:10.152000Z,2024-04-03T17:23:00.108000Z,2024-04-03T23:48:26.148000Z,2024-04-30T12:00:29.439014Z,290,C1KIDJP4,755,English,46,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:17:35.856000Z,2024-04-03T17:20:53.547000Z,2024-04-03T23:49:15.795000Z,2024-04-30T12:00:26.668201Z,198,C1KIDJP4,2376,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:17:57.486000Z,2024-04-03T17:21:46.391000Z,2024-04-03T23:48:26.516000Z,2024-04-30T12:00:29.881151Z,229,C1KIDJP4,471,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:18:16.585000Z,2024-04-03T17:20:52.404000Z,2024-04-03T23:48:26.885000Z,2024-04-30T12:00:29.425714Z,156,C1KIDJP4,158,English,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:18:40.799000Z,2024-04-03T17:26:57.562000Z,2024-04-03T23:48:27.340000Z,2024-04-30T12:00:29.250343Z,497,C1KIDJP4,83,"Norwegian, English",35,Female,White,Norway,United Kingdom,Norway,Norwegian,No,Other
APPROVED,Not Applicable,2024-04-03T17:18:32.775000Z,2024-04-03T17:25:33.749000Z,2024-04-03T23:48:27.730000Z,2024-04-30T12:00:29.515071Z,421,C1KIDJP4,341,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2024-04-03T17:18:24.698000Z,2024-04-03T17:25:12.669000Z,2024-04-03T23:49:16.220000Z,2024-04-30T12:00:26.821470Z,408,C1KIDJP4,118,English,19,Male,Black,Nigeria,Ireland,Nigeria,English,Yes,Due to start a new job within the next month
APPROVED,Not Applicable,2024-04-03T17:18:40.548000Z,2024-04-03T17:20:31.158000Z,2024-04-03T23:48:28.122000Z,2024-04-30T12:00:30.562125Z,111,C1KIDJP4,1746,English,27,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2024-04-03T17:18:56.869000Z,2024-04-03T17:23:59.981000Z,2024-04-03T23:49:16.604000Z,2024-04-30T12:00:26.967275Z,304,C1KIDJP4,1713,English,54,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:18:57.442000Z,2024-04-03T17:20:51.565000Z,2024-04-03T23:49:16.986000Z,2024-04-30T12:00:26.549200Z,115,C1KIDJP4,617,English,48,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:19:18.234000Z,2024-04-03T17:24:47.062000Z,2024-04-03T23:49:17.368000Z,2024-04-30T12:00:26.178918Z,329,C1KIDJP4,214,English,21,Male,Black,Canada,Canada,Canada,English,Yes,Part-Time
